name,representative_food,major_category,weight,energy_kcal,carbohydrate_g,protein_g,calcium_mg,kalium_mg,iron_mg,magnesium_mg,zinc_mg,cellulose_g,aminoacid_mg,leucine_mg,methionine_mg,selenium_ug,omega3_g,vitaminA_ug,vitaminB_mg,folicacid_ug,vitaminB12_mg,vitaminC_mg,vitaminD_ug,vitaminE_mg
떡볶이_고추장_어묵,떡볶이,볶음류,150ml,161,34.59,3.94,20.0,123.0,0.32,,,1.5,,,,,,42.0,0.444,12.24,,2.12,0.0,
떡볶이_소고기,떡볶이,볶음류,114.5ml,157,25.28,4.1,18.0,112.0,0.41,13.3,0.76,1.1,,,,,0.16,39.0,0.489,11.12,,2.07,0.0,0.37
떡볶이_어묵,떡볶이,볶음류,100ml,130,27.18,3.2,17.0,121.0,0.3,13.46,0.44,1.4,,,,,0.08,37.0,0.46699999999999997,10.69,,2.01,0.0,0.56
떡볶이_모듬,떡볶이,볶음류,70ml,125,24.89,3.2,18.0,88.0,0.28,11.02,0.44,1.0,,,,,0.08,39.0,0.299,11.3,,1.33,0.06,0.35
떡볶이_간장,떡볶이,볶음류,230ml,107,19.93,3.26,13.0,86.0,0.33,,,0.8,,,,,,17.0,0.482,12.47,,1.95,0.05,
떡볶이_고추장_어묵,떡볶이,볶음류,190ml,150,31.64,3.82,21.0,149.0,0.35,,,1.8,,,,,,47.0,0.537,12.92,,2.97,0.0,
떡볶이_소고기,떡볶이,볶음류,335.6ml,87,15.1,2.0,8.0,74.0,0.26,8.77,0.46,0.8,,,,,0.07,28.0,0.324,7.16,,0.64,0.0,0.31
떡볶이_어묵,떡볶이,볶음류,100ml,130,27.18,3.2,17.0,121.0,0.3,13.46,0.44,1.4,,,,,0.08,37.0,0.46699999999999997,10.69,,2.01,0.0,0.56
떡볶이_양배추,떡볶이,볶음류,380.4ml,60,13.36,1.3,8.0,69.0,0.15,7.24,0.24,0.8,,,,,0.01,20.0,0.239,6.73,,1.95,0.0,0.18
떡볶이_로제비엔나 떡볶이,떡볶이,볶음류,100g,175,31.4,4.6,,,,,,,,,,,,,0.0,,,,,
떡볶이_마늘 떡볶이,떡볶이,볶음류,100g,147,31.3,3.7,,,,,,,,,,,,,0.0,,,,,
떡볶이_간편조리세트_달콤짭짤 궁중식 떡볶이,떡볶이,볶음류,866g,167,24.0,5.27,15.0,145.0,0.61,,,1.0,,,,,,,1.044,,,0.0,0.0,
떡볶이_간편조리세트_떡볶이 보통맛,떡볶이,볶음류,965g,161,26.45,3.9,17.0,91.0,0.21,,,1.5,,,,,,,0.844,,,0.16,0.0,
떡볶이_간편조리세트_소불고기궁중떡볶이,떡볶이,볶음류,806g,118,20.2,5.46,7.0,130.0,0.64,,,1.1,,,,,,,0.619,,,0.4,0.0,
떡산적_소고기,떡산적,전·적 및 부침류,146.8ml,156,18.37,8.7,59.0,219.0,1.1,15.87,1.86,1.6,,,,,0.26,107.0,1.602,26.46,,1.51,0.07,0.65
떡산적_소고기,떡산적,전·적 및 부침류,103.5ml,157,18.96,9.0,60.0,245.0,1.06,16.39,1.9,1.9,,,,,0.25,104.0,1.9089999999999998,28.64,,0.85,0.12,0.64
떡산적_소고기,떡산적,전·적 및 부침류,64ml,255,28.64,6.3,29.0,205.0,0.93,18.58,1.69,1.6,,,,,0.43,116.0,1.0250000000000001,18.33,,1.0,0.0,0.84
떡산적_소고기,떡산적,전·적 및 부침류,146.8ml,157,18.95,9.0,59.0,245.0,1.06,16.38,1.9,1.9,,,,,0.25,104.0,1.9129999999999998,28.64,,0.85,0.12,0.64
또띠아_불고기 베이크,또띠아,빵 및 과자류,120g,196,28.67,10.33,,,,,,,,,,,,,0.0,,,,,
또띠아_불닭 베이크,또띠아,빵 및 과자류,120g,198,32.0,10.75,,,,,,,,,,,,,0.0,,,,,
또띠아_치킨 치즈 브리또,또띠아,빵 및 과자류,174g,259,27.59,11.49,,,,,,,,,,,,,0.0,,,,,
또띠아_핫치킨 브리또,또띠아,빵 및 과자류,180g,228,28.0,11.0,,,,,,,,,,,,,0.0,,,,,
또띠아_라구듬뿍치즈 브리또,또띠아,빵 및 과자류,235g,211,,7.23,,,,,,,,,,,,,0.0,,,,,
또띠아_소고기 브리또,또띠아,빵 및 과자류,160g,263,35.0,8.13,,,,,,,,,,,,,0.0,,,,,
또띠아_핫치킨 브리또,또띠아,빵 및 과자류,160g,244,33.75,11.25,,,,,,,,,,,,,0.0,,,,,
또띠아_불고기 브리또,또띠아,빵 및 과자류,140g,299,,9.29,,,,,,,,,,,,,0.0,,,,,
또띠아_핫칠리치킨 브리또,또띠아,빵 및 과자류,140g,214,,15.0,,,,,,,,,,,,,0.0,,,,,
또띠아_불고기 브리또,또띠아,빵 및 과자류,145g,216,,7.59,,,,,,,,,,,,,0.0,,,,,
또띠아_치킨 브리또,또띠아,빵 및 과자류,145g,220,,9.66,,,,,,,,,,,,,0.0,,,,,
또띠아_뉴비프 브리또,또띠아,빵 및 과자류,180g,253,,8.89,,,,,,,,,,,,,0.0,,,,,
또띠아_머스타드치킨 브리또,또띠아,빵 및 과자류,172g,244,,11.05,,,,,,,,,,,,,0.0,,,,,
또띠아_미트살사소시지 브리또,또띠아,빵 및 과자류,177g,220,,16.38,,,,,,,,,,,,,0.0,,,,,
또띠아_또띠아 (L),또띠아,빵 및 과자류,275g,234,21.09,15.64,,,,,,,,,,,,,0.0,,,,,
또띠아_또띠아 (S),또띠아,빵 및 과자류,161g,375,35.4,20.5,,,,,,,,,,,,,0.0,,,,,
또띠아_바삭 불고기&트리플 치즈 치킨 퀘사디아,또띠아,빵 및 과자류,180g,218,,13.89,,,,,,,,,,,,,0.0,,,,,
또띠아_트위스터,또띠아,빵 및 과자류,183g,202,18.69,9.84,,,,,,,,,,,,,0.0,,,,,
라떼_차이티 라떼 아이스(ICED),라떼,음료 및 차류,355g,54,,1.41,,,,,,,,,,,,,0.0,,,,,
라떼_차이티 라떼 핫(HOT),라떼,음료 및 차류,355g,56,,1.69,,,,,,,,,,,,,0.0,,,,,
라떼_고구마 라떼 아이스,라떼,음료 및 차류,414g,79,,1.76,,,,,,,,,,,,,0.0,,,,,
라떼_고구마 라떼 핫,라떼,음료 및 차류,414g,79,,1.76,,,,,,,,,,,,,0.0,,,,,
라떼_녹차 라떼 아이스,라떼,음료 및 차류,651g,52,,1.49,,,,,,,,,,,,,0.0,,,,,
라떼_녹차 라떼 아이스,라떼,음료 및 차류,414g,45,,1.36,,,,,,,,,,,,,0.0,,,,,
라떼_녹차 라떼 핫,라떼,음료 및 차류,651g,72,,2.41,,,,,,,,,,,,,0.0,,,,,
라떼_녹차 라떼 핫,라떼,음료 및 차류,414g,58,,1.94,,,,,,,,,,,,,0.0,,,,,
라떼_달고나 라떼 아이스,라떼,음료 및 차류,651g,64,,1.45,,,,,,,,,,,,,0.0,,,,,
라떼_달고나 라떼 핫,라떼,음료 및 차류,414g,67,,1.45,,,,,,,,,,,,,0.0,,,,,
라떼_더블 토피넛 라떼 아이스,라떼,음료 및 차류,414g,113,,1.45,,,,,,,,,,,,,0.0,,,,,
라떼_더블 토피넛 라떼 핫,라떼,음료 및 차류,414g,123,,1.93,,,,,,,,,,,,,0.0,,,,,
라떼_민트초콜릿 아이스,라떼,음료 및 차류,414g,84,,1.58,,,,,,,,,,,,,0.0,,,,,
라떼_민트초콜릿 핫,라떼,음료 및 차류,414g,90,,2.07,,,,,,,,,,,,,0.0,,,,,
라떼_버블흑당 라떼,라떼,음료 및 차류,414g,64,,0.97,,,,,,,,,,,,,0.0,,,,,
라떼_생딸기 라떼,라떼,음료 및 차류,414g,52,,1.21,,,,,,,,,,,,,0.0,,,,,
라떼_이곡 라떼 아이스,라떼,음료 및 차류,414g,57,,2.11,,,,,,,,,,,,,0.0,,,,,
라떼_이곡 라떼 핫,라떼,음료 및 차류,414g,67,,2.62,,,,,,,,,,,,,0.0,,,,,
라떼_초콜릿 아이스,라떼,음료 및 차류,651g,71,,1.67,,,,,,,,,,,,,0.0,,,,,
라떼_초콜릿 아이스,라떼,음료 및 차류,414g,78,,1.53,,,,,,,,,,,,,0.0,,,,,
라떼_초콜릿 핫,라떼,음료 및 차류,651g,87,,2.58,,,,,,,,,,,,,0.0,,,,,
라떼_초콜릿 핫,라떼,음료 및 차류,414g,84,,2.05,,,,,,,,,,,,,0.0,,,,,
라떼_토피 넛 라떼 아이스,라떼,음료 및 차류,651g,61,,1.5,,,,,,,,,,,,,0.0,,,,,
라떼_토피 넛 라떼 아이스,라떼,음료 및 차류,414g,61,,1.38,,,,,,,,,,,,,0.0,,,,,
라떼_토피 넛 라떼 핫,라떼,음료 및 차류,651g,80,,2.42,,,,,,,,,,,,,0.0,,,,,
라떼_토피 넛 라떼 핫,라떼,음료 및 차류,414g,74,,1.99,,,,,,,,,,,,,0.0,,,,,
라떼_화이트 초콜릿 아이스,라떼,음료 및 차류,651g,66,,1.39,,,,,,,,,,,,,0.0,,,,,
라떼_화이트 초콜릿 아이스,라떼,음료 및 차류,414g,77,,1.28,,,,,,,,,,,,,0.0,,,,,
라떼_화이트 초콜릿 핫,라떼,음료 및 차류,651g,84,,2.26,,,,,,,,,,,,,0.0,,,,,
라떼_화이트 초콜릿 핫,라떼,음료 및 차류,414g,83,,1.77,,,,,,,,,,,,,0.0,,,,,
라떼_흑당 라떼 아이스,라떼,음료 및 차류,651g,60,,1.23,,,,,,,,,,,,,0.0,,,,,
라떼_흑당 라떼 핫,라떼,음료 및 차류,414g,59,,1.21,,,,,,,,,,,,,0.0,,,,,
라떼_고구마라떼 아이스,라떼,음료 및 차류,591ml,61,10.66,1.18,,,,,,,,,,,,,0.0,,,,,
라떼_고구마라떼 핫,라떼,음료 및 차류,591ml,70,11.64,1.44,,,,,,,,,,,,,0.0,,,,,
라떼_곡물라떼 아이스,라떼,음료 및 차류,591ml,76,10.82,2.3,,,,,,,,,,,,,0.0,,,,,
라떼_곡물라떼 핫,라떼,음료 및 차류,591ml,82,11.25,2.55,,,,,,,,,,,,,0.0,,,,,
라떼_더블초코라떼 아이스,라떼,음료 및 차류,591ml,62,8.32,1.34,,,,,,,,,,,,,0.0,,,,,
라떼_더블초코라떼 핫,라떼,음료 및 차류,591ml,66,8.93,1.47,,,,,,,,,,,,,0.0,,,,,
라떼_딸기라떼 아이스,라떼,음료 및 차류,591ml,71,11.17,0.88,,,,,,,,,,,,,0.0,,,,,
라떼_망고라떼 아이스,라떼,음료 및 차류,591ml,94,17.43,0.81,,,,,,,,,,,,,0.0,,,,,
라떼_민트초코오레오라떼 아이스,라떼,음료 및 차류,591ml,88,9.56,1.57,,,,,,,,,,,,,0.0,,,,,
라떼_블루베리라떼 아이스,라떼,음료 및 차류,591ml,91,16.58,0.81,,,,,,,,,,,,,0.0,,,,,
라떼_쿠키초코라떼 아이스,라떼,음료 및 차류,591ml,84,10.15,1.57,,,,,,,,,,,,,0.0,,,,,
라떼_쿠키초코라떼 핫,라떼,음료 및 차류,591ml,90,10.95,1.73,,,,,,,,,,,,,0.0,,,,,
라떼_그린티라떼 아이스,라떼,음료 및 차류,591ml,55,8.02,1.27,,,,,,,,,,,,,0.0,,,,,
라떼_그린티라떼 핫,라떼,음료 및 차류,591ml,67,8.87,1.78,,,,,,,,,,,,,0.0,,,,,
라떼_바닐라라떼 아이스,라떼,음료 및 차류,591ml,34,4.83,0.86,,,,,,,,,,,,,0.0,,,,,
라떼_바닐라라떼 핫,라떼,음료 및 차류,591ml,44,5.51,1.27,,,,,,,,,,,,,0.0,,,,,
라떼_군고구마 라떼 핫,라떼,음료 및 차류,430g,121,18.37,3.26,,,,,,,,,,,,,0.0,,,,,
라떼_군고구마 라떼 아이스,라떼,음료 및 차류,470g,97,15.96,2.34,,,,,,,,,,,,,0.0,,,,,
라떼_그린 라떼 아이스,라떼,음료 및 차류,410g,54,7.8,1.46,,,,,,,,,,,,,0.0,,,,,
라떼_그린 라떼,라떼,음료 및 차류,310g,90,10.97,2.9,,,,,,,,,,,,,0.0,,,,,
라떼_그린민트 초콜릿 아이스,라떼,음료 및 차류,410g,88,11.22,1.71,,,,,,,,,,,,,0.0,,,,,
라떼_그린민트 초콜릿 핫,라떼,음료 및 차류,310g,140,16.45,3.23,,,,,,,,,,,,,0.0,,,,,
라떼_리얼 단호박 라떼,라떼,음료 및 차류,375g,68,8.77,4.0,,,,,,,,,,,,,0.0,,,,,
라떼_블랙 타이거 라떼 아이스,라떼,음료 및 차류,200g,181,24.3,5.59,,,,,,,,,,,,,0.0,,,,,
라떼_블랙 타이거 라떼 핫,라떼,음료 및 차류,285g,170,20.21,5.79,,,,,,,,,,,,,0.0,,,,,
라떼_콘 라떼 아이스,라떼,음료 및 차류,410g,83,12.68,2.68,,,,,,,,,,,,,0.0,,,,,
라떼_콘 라떼 핫,라떼,음료 및 차류,310g,135,18.39,2.9,,,,,,,,,,,,,0.0,,,,,
라떼_허니 그린 라떼 아이스,라떼,음료 및 차류,470g,61,8.94,1.7,,,,,,,,,,,,,0.0,,,,,
라떼_허니 그린 라떼 핫,라떼,음료 및 차류,310g,105,14.52,3.23,,,,,,,,,,,,,0.0,,,,,
라떼_흑당 단호박 라떼,라떼,음료 및 차류,410g,102,17.07,1.95,,,,,,,,,,,,,0.0,,,,,
라떼_고구마 라떼 아이스,라떼,음료 및 차류,414g,71,,1.45,,,,,,,,,,,,,0.0,,,,,
라떼_고구마 라떼 아이스,라떼,음료 및 차류,473g,78,,1.48,,,,,,,,,,,,,0.0,,,,,
라떼_고구마 라떼 핫,라떼,음료 및 차류,473g,88,,1.9,,,,,,,,,,,,,0.0,,,,,
라떼_고구마 라떼 핫,라떼,음료 및 차류,355g,92,,1.97,,,,,,,,,,,,,0.0,,,,,
라떼_그린티 라떼 아이스,라떼,음료 및 차류,473g,66,,1.48,,,,,,,,,,,,,0.0,,,,,
라떼_그린티 라떼 아이스,라떼,음료 및 차류,591g,62,,1.35,,,,,,,,,,,,,0.0,,,,,
라떼_그린티 라떼 아이스,라떼,음료 및 차류,414g,58,,1.21,,,,,,,,,,,,,0.0,,,,,
라떼_그린티 라떼 핫,라떼,음료 및 차류,473g,71,,2.54,,,,,,,,,,,,,0.0,,,,,
라떼_그린티 라떼 핫,라떼,음료 및 차류,355g,77,,2.82,,,,,,,,,,,,,0.0,,,,,
라떼_쑥 라떼 아이스,라떼,음료 및 차류,473g,80,,2.54,,,,,,,,,,,,,0.0,,,,,
라떼_쑥 라떼 아이스,라떼,음료 및 차류,591g,72,,2.2,,,,,,,,,,,,,0.0,,,,,
라떼_쑥 라떼 아이스,라떼,음료 및 차류,414g,69,,2.17,,,,,,,,,,,,,0.0,,,,,
라떼_쑥 라떼 핫,라떼,음료 및 차류,473g,75,,1.9,,,,,,,,,,,,,0.0,,,,,
라떼_쑥 라떼 핫,라떼,음료 및 차류,355g,80,,1.97,,,,,,,,,,,,,0.0,,,,,
라떼_아이스버블 밀크티 라떼 아이스,라떼,음료 및 차류,473g,82,,1.69,,,,,,,,,,,,,0.0,,,,,
라떼_아이스버블 밀크티 라떼 아이스,라떼,음료 및 차류,414g,74,,1.45,,,,,,,,,,,,,0.0,,,,,
라떼_그린티 라떼 아이스,라떼,음료 및 차류,354g,56,,1.69,,,,,,,,,,,,,0.0,,,,,
라떼_그린티 라떼 핫,라떼,음료 및 차류,354g,73,,2.54,,,,,,,,,,,,,0.0,,,,,
라떼_민트초코 아이스,라떼,음료 및 차류,354g,89,,1.41,,,,,,,,,,,,,0.0,,,,,
라떼_민트초코 핫,라떼,음료 및 차류,354g,118,,2.54,,,,,,,,,,,,,0.0,,,,,
라떼_밀크티 라떼 아이스,라떼,음료 및 차류,354g,56,,1.69,,,,,,,,,,,,,0.0,,,,,
라떼_밀크티 라떼 핫,라떼,음료 및 차류,354g,72,,2.54,,,,,,,,,,,,,0.0,,,,,
라떼_우리 고구마 라떼 아이스,라떼,음료 및 차류,354g,67,,1.69,,,,,,,,,,,,,0.0,,,,,
라떼_우리 고구마 라떼 핫,라떼,음료 및 차류,354g,93,,2.54,,,,,,,,,,,,,0.0,,,,,
라떼_그린티,라떼,음료 및 차류,100g,76,10.33,2.97,79.0,203.0,0.84,,,0.6,,,,,,,2.5380000000000003,,,0.65,0.0,
라떼_바닐라,라떼,음료 및 차류,100g,72,8.38,2.58,90.0,187.0,0.06,,,0.0,,,,,,,0.6950000000000001,,,2.28,0.0,
라멘_돈코츠라멘,라멘,면 및 만두류,100g,98,5.87,4.14,14.0,73.0,0.27,,,0.9,,,,,,,0.13,,,0.16,0.0,
라멘_미소라멘,라멘,면 및 만두류,100g,89,11.36,4.57,16.0,94.0,0.4,,,1.1,,,,,,,0.246,,,0.14,0.0,
라멘_소유라멘,라멘,면 및 만두류,100g,72,9.12,3.65,14.0,78.0,0.3,,,0.7,,,,,,,0.194,,,0.16,0.0,
라멘_시오라멘,라멘,면 및 만두류,100g,84,11.54,4.68,13.0,105.0,0.42,,,1.2,,,,,,,0.19599999999999998,,,0.22,0.0,
라멘_간편조리세트_매운돈코츠라멘,라멘,면 및 만두류,1669g,91,7.38,3.82,19.0,84.0,0.24,,,1.7,,,,,,,0.44100000000000006,,,0.23,0.0,
라면,라면,면 및 만두류,550g,82,13.65,1.72,33.0,57.0,0.07,3.48,0.08,1.0,1453.1,96.42,2.41,3.39,,3.0,0.6890000000000001,3.82,0.0,0.0,0.0,
라면_달걀,라면,면 및 만두류,550g,108,17.33,2.61,15.0,11.0,0.27,10.93,0.14,0.8,2335.83,198.98,5.93,1.77,,4.0,0.479,10.72,0.09,0.0,0.0,
라면_떡,라면,면 및 만두류,550g,96,15.27,2.04,33.0,53.0,0.05,3.46,0.11,0.8,1899.95,128.15,47.99,3.78,,2.0,0.723,3.73,0.0,0.0,0.0,
라면_국물,라면,면 및 만두류,100g,19,2.08,0.44,5.0,56.0,0.08,,,0.8,,,,,,10.0,0.241,,,0.0,0.0,
라면_김치,라면,면 및 만두류,650g,85,13.26,2.12,45.0,91.0,0.0,8.27,0.16,1.3,-,132.89,26.56,5.62,,11.0,0.643,9.54,,0.0,,
라면_떡,라면,면 및 만두류,100g,102,17.72,2.1,49.0,55.0,0.34,,,1.1,,,,,,,0.625,,,0.22,0.0,
라면_라면만,라면,면 및 만두류,100g,84,14.44,1.76,48.0,56.0,0.27,,,0.8,,,,,,,0.704,,,0.15,0.0,
라면_면,라면,면 및 만두류,100g,174,29.79,3.89,97.0,55.0,0.21,,,3.8,,,,,,1.0,0.625,,,0.0,0.0,
라면_비빔라면,라면,면 및 만두류,100g,189,31.01,3.38,8.0,47.0,0.33,,,2.3,,,,,,17.0,0.40800000000000003,,,0.0,0.0,
라면_용기면,라면,면 및 만두류,100g,103,15.65,1.98,49.0,61.0,0.18,,,1.1,,,,,,5.0,0.44699999999999995,,,0.0,0.0,
라면_용기면_국물,라면,면 및 만두류,100g,28,3.21,0.61,8.0,61.0,0.11,,,0.7,,,,,,13.0,0.21,,,0.72,0.0,
라면_용기면_면,라면,면 및 만두류,100g,192,33.42,3.5,123.0,71.0,0.44,,,3.6,,,,,,3.0,0.868,,,0.0,0.0,
라면_용기면_볶음라면,라면,면 및 만두류,100g,202,33.9,4.52,16.0,63.0,0.54,,,2.3,,,,,,36.0,1.17,,,0.0,0.0,
라면_짜장라면,라면,면 및 만두류,100g,177,31.0,3.66,76.0,75.0,0.4,,,1.7,,,,,,1.0,1.0,,,0.0,0.0,
라면_짬뽕라면,라면,면 및 만두류,750g,92,12.27,2.84,78.0,88.0,0.0,11.22,0.21,1.1,-,183.79,43.34,9.36,,17.0,0.668,8.9,,0.0,,
라면_치즈,라면,면 및 만두류,600g,99,13.33,2.8,56.0,60.0,0.0,6.54,0.22,1.3,-,210.95,52.67,15.33,,17.0,0.5269999999999999,14.64,,0.0,,
라면,라면,면 및 만두류,590ml,79,12.19,1.5,40.0,38.0,0.08,3.73,0.08,0.7,,,,,0.01,0.0,0.368,1.81,,0.13,0.0,0.36
라면_김치,라면,면 및 만두류,760ml,85,12.41,2.1,45.0,74.0,0.21,6.42,0.17,1.0,,,,,0.01,9.0,0.44599999999999995,8.81,,0.51,0.04,0.48
라면_달걀,라면,면 및 만두류,642ml,95,13.16,2.6,46.0,53.0,0.24,5.07,0.19,0.8,,,,,0.01,11.0,0.433,6.48,,0.2,0.08,0.5
라면_떡,라면,면 및 만두류,690ml,109,17.07,2.6,45.0,53.0,0.22,5.74,0.24,0.8,,,,,0.01,9.0,0.419,6.86,,0.19,0.06,0.47
라면_치즈,라면,면 및 만두류,700ml,95,12.66,2.7,60.0,50.0,0.19,5.19,0.21,0.7,,,,,0.02,10.0,0.41200000000000003,6.11,,0.2,0.05,0.47
라면_만두,라면,면 및 만두류,700ml,109,15.29,3.2,50.0,74.0,0.53,8.39,0.23,1.3,,,,,0.02,10.0,0.524,10.35,,0.2,0.06,0.48
라면_모듬,라면,면 및 만두류,700ml,98,13.99,2.8,49.0,62.0,0.3,6.78,0.22,0.9,,,,,0.02,9.0,0.448,7.74,,0.3,0.08,0.48
라면_콩나물,라면,면 및 만두류,700ml,79,11.36,2.2,42.0,61.0,0.21,6.55,0.19,0.8,,,,,0.02,7.0,0.42300000000000004,8.05,,0.49,0.04,0.41
라면,라면,면 및 만두류,226.6ml,169,24.49,4.1,84.0,88.0,0.33,8.56,0.27,1.4,,,,,0.02,11.0,0.7749999999999999,8.65,,0.28,0.09,0.84
라면,라면,면 및 만두류,226.6ml,169,24.49,4.1,84.0,88.0,0.33,8.56,0.27,1.4,,,,,0.02,11.0,0.7749999999999999,8.65,,0.28,0.09,0.84
라면,라면,면 및 만두류,590ml,79,12.19,1.5,40.0,38.0,0.08,3.73,0.08,0.7,,,,,0.01,0.0,0.368,1.81,,0.13,0.0,0.36
라면_달걀,라면,면 및 만두류,642ml,95,13.16,2.6,46.0,53.0,0.24,5.07,0.19,0.8,,,,,0.01,11.0,0.433,6.48,,0.2,0.08,0.5
라면_어묵,라면,면 및 만두류,928.6ml,63,9.18,1.5,31.0,35.0,0.12,3.32,0.1,0.5,,,,,0.01,6.0,0.29100000000000004,3.14,,0.18,0.03,0.31
라면_간편조리세트_똠양꿍요괴라면,라면,면 및 만두류,1284g,88,13.49,2.41,30.0,70.0,0.33,,,0.8,,,,,,,0.7110000000000001,,,0.57,0.0,
라볶이,라볶이,볶음류,200g,134,20.14,2.83,51.0,106.0,0.23,9.45,0.16,1.9,2334.45,169.51,2.24,3.73,,1.0,0.7749999999999999,8.51,0.0,0.0,0.0,
라볶이,라볶이,볶음류,475ml,113,18.5,2.0,47.0,72.0,0.14,6.84,0.16,1.1,,,,,0.05,16.0,0.498,4.4,,1.18,0.0,0.52
라볶이,라볶이,볶음류,476.3ml,108,17.85,1.9,41.0,70.0,0.14,6.98,0.19,1.0,,,,,0.05,21.0,0.447,5.09,,1.15,0.0,0.48
라조기,라조기,튀김류,200g,199,13.12,10.33,36.0,160.0,0.01,0.0,0.0,1.4,-,0.0,0.0,0.0,,24.0,2.452,0.0,0.0,0.0,,
라조기,라조기,튀김류,198ml,126,9.94,10.0,46.0,263.0,0.7,28.88,0.48,3.2,,,,,0.35,46.0,1.581,15.31,,4.53,0.15,0.82
라조기,라조기,튀김류,67.1ml,187,19.08,13.5,14.0,252.0,0.82,24.51,0.51,0.9,,,,,0.29,52.0,1.855,12.83,,3.67,0.09,0.85
런천미트구이,런천미트구이,육류 및 채소구이류,160g,303,3.27,17.56,32.0,409.0,0.54,23.42,1.5,2.3,15306.4,1281.98,359.23,29.95,,6.0,15.784,11.23,0.49,14.44,0.0,
런천미트구이,런천미트구이,육류 및 채소구이류,42.8ml,302,11.12,21.6,10.0,300.0,0.97,21.03,1.88,0.0,,,,,0.37,7.0,4.877000000000001,11.21,,32.09,1.0,0.69
런천미트구이,런천미트구이,육류 및 채소구이류,19.9ml,308,11.08,21.6,10.0,299.0,0.96,20.95,1.87,0.0,,,,,0.38,7.0,4.859,11.18,,31.98,0.99,0.71
런천미트구이,런천미트구이,육류 및 채소구이류,19.9ml,303,11.08,21.6,10.0,299.0,0.96,20.95,1.87,0.0,,,,,0.38,7.0,4.859,11.18,,31.98,0.99,0.71
런천미트구이,런천미트구이,육류 및 채소구이류,42.8ml,302,11.12,21.6,10.0,300.0,0.97,21.03,1.88,0.0,,,,,0.37,7.0,4.877000000000001,11.21,,32.09,1.0,0.69
레몬차_레몬차 아이스,레몬차,음료 및 차류,946g,35,8.67,0.0,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬차 아이스,레몬차,음료 및 차류,710g,36,8.87,0.0,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬차 핫,레몬차,음료 및 차류,591g,43,10.66,0.0,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬차,레몬차,음료 및 차류,360g,49,,0.1,,,,,,,,,,,,,0.0,,,,,
레몬차_블루레몬티 아이스,레몬차,음료 및 차류,591g,52,,0.07,,,,,,,,,,,,,0.0,,,,,
레몬차_블루레몬티 핫,레몬차,음료 및 차류,473g,31,,0.08,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬차 아이스,레몬차,음료 및 차류,710g,46,,0.04,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬차 핫,레몬차,음료 및 차류,591g,47,,0.05,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬티 아이스,레몬차,음료 및 차류,650g,25,5.52,0.05,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬티 핫,레몬차,음료 및 차류,500g,33,7.18,0.06,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬티 아이스,레몬차,음료 및 차류,470g,32,,0.0,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬티 핫,레몬차,음료 및 차류,310g,42,,0.0,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬티 아이스,레몬차,음료 및 차류,600g,46,,0.17,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬티 핫,레몬차,음료 및 차류,400g,68,,0.0,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬차 아이스,레몬차,음료 및 차류,946g,36,,0.01,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬차 아이스,레몬차,음료 및 차류,591g,42,,0.02,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬차 핫,레몬차,음료 및 차류,946g,36,,0.01,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬차 핫,레몬차,음료 및 차류,591g,42,,0.02,,,,,,,,,,,,,0.0,,,,,
레몬차_허니레몬 아이스,레몬차,음료 및 차류,486g,56,13.99,0.21,,,,,,,,,,,,,0.0,,,,,
레몬차_허니레몬 핫,레몬차,음료 및 차류,426g,64,15.96,0.23,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬티,레몬차,음료 및 차류,360g,41,,0.28,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬민트티,레몬차,음료 및 차류,360g,45,,0.03,,,,,,,,,,,,,0.0,,,,,
레몬차_진저레몬티 아이스,레몬차,음료 및 차류,360g,43,,0.0,,,,,,,,,,,,,0.0,,,,,
레몬차_진저레몬티 핫,레몬차,음료 및 차류,360g,43,,0.0,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬 스윗플럼 핫,레몬차,음료 및 차류,414g,55,,0.14,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬차,레몬차,음료 및 차류,414g,53,,0.09,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬차,레몬차,음료 및 차류,100g,41,,0.11,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬티 아이스,레몬차,음료 및 차류,473g,48,,0.0,,,,,,,,,,,,,0.0,,,,,
레몬차_레몬티 핫,레몬차,음료 및 차류,384g,59,,0.0,,,,,,,,,,,,,0.0,,,,,
